customer_id,loyalty_score,product_id,product_description,product_category,basket,date_of_purchase
C80,,,,,"[{'product_id': 'P60', 'price': 403}, {'product_id': 'P44', 'price': 1411}]",2019-01-12 14:41:00
C90,,,,,"[{'product_id': 'P47', 'price': 1627}, {'product_id': 'P60', 'price': 218}]",2019-01-12 21:55:00
C98,,,,,"[{'product_id': 'P22', 'price': 963}, {'product_id': 'P25', 'price': 931}]",2019-01-12 12:30:00
C102,,,,,"[{'product_id': 'P50', 'price': 365}, {'product_id': 'P54', 'price': 626}]",2019-01-12 06:28:00
C104,,,,,"[{'product_id': 'P39', 'price': 1714}, {'product_id': 'P38', 'price': 603}, {'product_id': 'P39', 'price': 1300}]",2019-01-12 19:42:00
C110,,,,,"[{'product_id': 'P63', 'price': 1365}, {'product_id': 'P64', 'price': 724}]",2019-01-12 17:58:00
C116,,,,,"[{'product_id': 'P39', 'price': 133}]",2019-01-12 17:57:00
C120,,,,,"[{'product_id': 'P40', 'price': 402}]",2019-01-12 12:38:00
C1,,,,,"[{'product_id': 'P49', 'price': 695}]",2019-01-13 08:16:00
C6,,,,,"[{'product_id': 'P13', 'price': 1402}, {'product_id': 'P18', 'price': 1172}, {'product_id': 'P14', 'price': 1078}]",2019-01-13 22:18:00
C38,,,,,"[{'product_id': 'P28', 'price': 207}, {'product_id': 'P24', 'price': 799}, {'product_id': 'P27', 'price': 1814}]",2019-01-13 18:37:00
C43,,,,,"[{'product_id': 'P32', 'price': 826}, {'product_id': 'P28', 'price': 1486}]",2019-01-13 21:06:00
C57,,,,,"[{'product_id': 'P03', 'price': 1350}, {'product_id': 'P05', 'price': 312}]",2019-01-13 15:30:00
C58,,,,,"[{'product_id': 'P47', 'price': 1963}]",2019-01-13 03:35:00
C60,,,,,"[{'product_id': 'P56', 'price': 1222}]",2019-01-13 09:46:00
C76,,,,,"[{'product_id': 'P52', 'price': 244}, {'product_id': 'P43', 'price': 837}]",2019-01-13 05:15:00
C80,,,,,"[{'product_id': 'P10', 'price': 1488}]",2019-01-13 22:23:00
C82,,,,,"[{'product_id': 'P13', 'price': 42}, {'product_id': 'P21', 'price': 1141}]",2019-01-13 06:49:00
C83,,,,,"[{'product_id': 'P63', 'price': 1721}]",2019-01-13 12:13:00
C86,,,,,"[{'product_id': 'P13', 'price': 217}, {'product_id': 'P16', 'price': 1060}]",2019-01-13 09:19:00
C94,,,,,"[{'product_id': 'P02', 'price': 400}, {'product_id': 'P02', 'price': 795}]",2019-01-13 18:17:00
C99,,,,,"[{'product_id': 'P38', 'price': 534}, {'product_id': 'P39', 'price': 1143}, {'product_id': 'P39', 'price': 1950}]",2019-01-13 09:37:00
C100,,,,,"[{'product_id': 'P36', 'price': 294}]",2019-01-13 08:12:00
C103,,,,,"[{'product_id': 'P29', 'price': 1121}, {'product_id': 'P31', 'price': 753}, {'product_id': 'P22', 'price': 1134}]",2019-01-13 03:23:00
C104,,,,,"[{'product_id': 'P63', 'price': 761}, {'product_id': 'P61', 'price': 18}]",2019-01-13 16:53:00
C114,,,,,"[{'product_id': 'P62', 'price': 1169}, {'product_id': 'P64', 'price': 640}, {'product_id': 'P61', 'price': 779}]",2019-01-13 15:30:00
C116,,,,,"[{'product_id': 'P39', 'price': 1008}]",2019-01-13 11:55:00
C118,,,,,"[{'product_id': 'P38', 'price': 549}, {'product_id': 'P40', 'price': 385}]",2019-01-13 23:59:00
C120,,,,,"[{'product_id': 'P35', 'price': 663}]",2019-01-13 12:44:00
C121,,,,,"[{'product_id': 'P43', 'price': 1386}, {'product_id': 'P42', 'price': 790}]",2019-01-13 08:41:00
C131,,,,,"[{'product_id': 'P48', 'price': 329}, {'product_id': 'P50', 'price': 1322}, {'product_id': 'P53', 'price': 410}]",2019-01-13 15:21:00
C133,,,,,"[{'product_id': 'P61', 'price': 1304}, {'product_id': 'P61', 'price': 164}]",2019-01-13 18:25:00
C135,,,,,"[{'product_id': 'P26', 'price': 1234}, {'product_id': 'P25', 'price': 1837}, {'product_id': 'P25', 'price': 15}]",2019-01-13 22:23:00
C136,,,,,"[{'product_id': 'P28', 'price': 46}, {'product_id': 'P25', 'price': 89}]",2019-01-13 11:12:00
C1,,,,,"[{'product_id': 'P49', 'price': 245}, {'product_id': 'P59', 'price': 158}]",2019-01-14 04:24:00
C2,,,,,"[{'product_id': 'P62', 'price': 1779}, {'product_id': 'P63', 'price': 646}]",2019-01-14 18:40:00
C12,,,,,"[{'product_id': 'P23', 'price': 754}, {'product_id': 'P27', 'price': 1851}]",2019-01-14 15:22:00
C16,,,,,"[{'product_id': 'P47', 'price': 1613}, {'product_id': 'P48', 'price': 1354}]",2019-01-14 03:35:00
C31,,,,,"[{'product_id': 'P29', 'price': 300}, {'product_id': 'P30', 'price': 65}, {'product_id': 'P24', 'price': 566}]",2019-01-14 09:35:00
C38,,,,,"[{'product_id': 'P33', 'price': 1353}]",2019-01-14 11:12:00
C44,,,,,"[{'product_id': 'P38', 'price': 1872}, {'product_id': 'P39', 'price': 1668}]",2019-01-14 05:38:00
C47,,,,,"[{'product_id': 'P29', 'price': 1276}, {'product_id': 'P23', 'price': 386}, {'product_id': 'P24', 'price': 1955}]",2019-01-14 03:55:00
C48,,,,,"[{'product_id': 'P64', 'price': 938}]",2019-01-14 12:27:00
C51,,,,,"[{'product_id': 'P37', 'price': 1245}, {'product_id': 'P37', 'price': 679}]",2019-01-14 10:38:00
C52,,,,,"[{'product_id': 'P63', 'price': 1744}, {'product_id': 'P63', 'price': 1266}]",2019-01-14 15:54:00
C57,,,,,"[{'product_id': 'P03', 'price': 192}, {'product_id': 'P12', 'price': 1338}, {'product_id': 'P08', 'price': 789}]",2019-01-14 23:40:00
C61,,,,,"[{'product_id': 'P28', 'price': 318}, {'product_id': 'P24', 'price': 37}, {'product_id': 'P27', 'price': 136}]",2019-01-14 17:03:00
C63,,,,,"[{'product_id': 'P45', 'price': 999}, {'product_id': 'P45', 'price': 712}]",2019-01-14 14:37:00
C74,,,,,"[{'product_id': 'P61', 'price': 54}]",2019-01-14 02:59:00
C77,,,,,"[{'product_id': 'P02', 'price': 573}, {'product_id': 'P08', 'price': 1960}, {'product_id': 'P05', 'price': 637}]",2019-01-14 09:22:00
C99,,,,,"[{'product_id': 'P36', 'price': 1692}, {'product_id': 'P40', 'price': 176}]",2019-01-14 03:02:00
C108,,,,,"[{'product_id': 'P35', 'price': 708}, {'product_id': 'P37', 'price': 581}, {'product_id': 'P40', 'price': 1270}]",2019-01-14 22:56:00
C110,,,,,"[{'product_id': 'P61', 'price': 585}, {'product_id': 'P63', 'price': 578}, {'product_id': 'P63', 'price': 283}]",2019-01-14 03:20:00
C111,,,,,"[{'product_id': 'P52', 'price': 627}]",2019-01-14 13:02:00
C117,,,,,"[{'product_id': 'P26', 'price': 872}, {'product_id': 'P32', 'price': 537}]",2019-01-14 14:01:00
C120,,,,,"[{'product_id': 'P40', 'price': 1362}, {'product_id': 'P35', 'price': 1517}]",2019-01-14 18:02:00
C2,,,,,"[{'product_id': 'P61', 'price': 410}, {'product_id': 'P61', 'price': 410}, {'product_id': 'P62', 'price': 508}]",2019-01-15 13:27:00
C27,,,,,"[{'product_id': 'P62', 'price': 1572}, {'product_id': 'P62', 'price': 1425}, {'product_id': 'P62', 'price': 1581}]",2019-01-15 08:27:00
C31,,,,,"[{'product_id': 'P32', 'price': 1881}]",2019-01-15 06:30:00
C37,,,,,"[{'product_id': 'P30', 'price': 1423}, {'product_id': 'P32', 'price': 1664}, {'product_id': 'P31', 'price': 785}]",2019-01-15 10:40:00
C44,,,,,"[{'product_id': 'P53', 'price': 994}]",2019-01-15 18:26:00
C49,,,,,"[{'product_id': 'P34', 'price': 699}, {'product_id': 'P27', 'price': 55}]",2019-01-15 11:02:00
C59,,,,,"[{'product_id': 'P24', 'price': 152}]",2019-01-15 13:07:00
C66,,,,,"[{'product_id': 'P51', 'price': 1319}]",2019-01-15 10:23:00
C74,,,,,"[{'product_id': 'P35', 'price': 102}, {'product_id': 'P35', 'price': 946}, {'product_id': 'P36', 'price': 1262}]",2019-01-15 22:00:00
C78,,,,,"[{'product_id': 'P48', 'price': 1020}]",2019-01-15 18:09:00
C84,,,,,"[{'product_id': 'P23', 'price': 343}]",2019-01-15 04:28:00
C86,,,,,"[{'product_id': 'P40', 'price': 1897}, {'product_id': 'P35', 'price': 184}, {'product_id': 'P40', 'price': 870}]",2019-01-15 05:17:00
C96,,,,,"[{'product_id': 'P61', 'price': 813}, {'product_id': 'P64', 'price': 161}, {'product_id': 'P62', 'price': 24}]",2019-01-15 21:30:00
C97,,,,,"[{'product_id': 'P26', 'price': 1609}, {'product_id': 'P28', 'price': 890}, {'product_id': 'P32', 'price': 905}]",2019-01-15 14:13:00
C105,,,,,"[{'product_id': 'P47', 'price': 1486}, {'product_id': 'P54', 'price': 69}]",2019-01-15 20:20:00
C111,,,,,"[{'product_id': 'P30', 'price': 489}, {'product_id': 'P22', 'price': 966}]",2019-01-15 13:25:00
C112,,,,,"[{'product_id': 'P62', 'price': 1762}, {'product_id': 'P61', 'price': 581}, {'product_id': 'P62', 'price': 277}]",2019-01-15 18:42:00
C116,,,,,"[{'product_id': 'P39', 'price': 1919}]",2019-01-15 05:08:00
C119,,,,,"[{'product_id': 'P58', 'price': 1895}]",2019-01-15 02:59:00
C120,,,,,"[{'product_id': 'P37', 'price': 515}, {'product_id': 'P35', 'price': 923}]",2019-01-15 18:19:00
C124,,,,,"[{'product_id': 'P41', 'price': 687}, {'product_id': 'P48', 'price': 747}, {'product_id': 'P50', 'price': 496}]",2019-01-15 19:09:00
C137,,,,,"[{'product_id': 'P14', 'price': 1805}, {'product_id': 'P18', 'price': 1919}, {'product_id': 'P15', 'price': 312}]",2019-01-15 06:22:00
C2,,,,,"[{'product_id': 'P50', 'price': 1649}, {'product_id': 'P56', 'price': 706}]",2019-01-16 16:18:00
C13,,,,,"[{'product_id': 'P62', 'price': 1252}, {'product_id': 'P62', 'price': 1481}]",2019-01-16 18:58:00
C14,,,,,"[{'product_id': 'P44', 'price': 438}, {'product_id': 'P43', 'price': 1400}]",2019-01-16 12:33:00
C15,,,,,"[{'product_id': 'P39', 'price': 279}, {'product_id': 'P37', 'price': 952}, {'product_id': 'P39', 'price': 180}]",2019-01-16 12:19:00
C21,,,,,"[{'product_id': 'P39', 'price': 1750}, {'product_id': 'P40', 'price': 596}]",2019-01-16 19:19:00
C22,,,,,"[{'product_id': 'P62', 'price': 1411}]",2019-01-16 21:20:00
C28,,,,,"[{'product_id': 'P40', 'price': 1271}, {'product_id': 'P37', 'price': 1681}, {'product_id': 'P38', 'price': 956}]",2019-01-16 16:15:00
C32,,,,,"[{'product_id': 'P10', 'price': 461}, {'product_id': 'P12', 'price': 504}, {'product_id': 'P06', 'price': 836}]",2019-01-16 12:21:00
C38,,,,,"[{'product_id': 'P27', 'price': 878}, {'product_id': 'P22', 'price': 1807}]",2019-01-16 23:37:00
C44,,,,,"[{'product_id': 'P28', 'price': 506}, {'product_id': 'P27', 'price': 1105}]",2019-01-16 23:46:00
C47,,,,,"[{'product_id': 'P36', 'price': 975}, {'product_id': 'P38', 'price': 1650}, {'product_id': 'P37', 'price': 1374}]",2019-01-16 03:42:00
C48,,,,,"[{'product_id': 'P40', 'price': 1546}]",2019-01-16 12:21:00
C50,,,,,"[{'product_id': 'P58', 'price': 896}]",2019-01-16 19:49:00
C58,,,,,"[{'product_id': 'P55', 'price': 918}, {'product_id': 'P52', 'price': 1244}]",2019-01-16 06:05:00
C66,,,,,"[{'product_id': 'P49', 'price': 1202}, {'product_id': 'P45', 'price': 1648}]",2019-01-16 03:49:00
C72,,,,,"[{'product_id': 'P55', 'price': 611}, {'product_id': 'P60', 'price': 1251}, {'product_id': 'P50', 'price': 1928}]",2019-01-16 12:42:00
C79,,,,,"[{'product_id': 'P51', 'price': 1678}]",2019-01-16 05:56:00
C80,,,,,"[{'product_id': 'P04', 'price': 1855}, {'product_id': 'P02', 'price': 1105}, {'product_id': 'P10', 'price': 1477}]",2019-01-16 22:36:00
C87,,,,,"[{'product_id': 'P30', 'price': 874}, {'product_id': 'P23', 'price': 1633}, {'product_id': 'P22', 'price': 1105}]",2019-01-16 10:38:00
C93,,,,,"[{'product_id': 'P36', 'price': 1735}, {'product_id': 'P38', 'price': 1724}, {'product_id': 'P40', 'price': 613}]",2019-01-16 12:32:00
C97,,,,,"[{'product_id': 'P27', 'price': 195}]",2019-01-16 02:55:00
C99,,,,,"[{'product_id': 'P24', 'price': 917}]",2019-01-16 08:16:00
C109,,,,,"[{'product_id': 'P36', 'price': 1128}]",2019-01-16 03:53:00
C110,,,,,"[{'product_id': 'P09', 'price': 1049}, {'product_id': 'P01', 'price': 1362}, {'product_id': 'P07', 'price': 1634}]",2019-01-16 09:02:00
C114,,,,,"[{'product_id': 'P64', 'price': 857}]",2019-01-16 19:13:00
C116,,,,,"[{'product_id': 'P33', 'price': 1506}]",2019-01-16 05:32:00
C122,,,,,"[{'product_id': 'P44', 'price': 1410}, {'product_id': 'P60', 'price': 912}]",2019-01-16 18:12:00
C128,,,,,"[{'product_id': 'P29', 'price': 496}, {'product_id': 'P32', 'price': 1519}]",2019-01-16 09:32:00
C130,,,,,"[{'product_id': 'P62', 'price': 240}, {'product_id': 'P64', 'price': 1929}]",2019-01-16 22:14:00
C135,,,,,"[{'product_id': 'P25', 'price': 470}]",2019-01-16 10:29:00
C13,,,,,"[{'product_id': 'P15', 'price': 74}]",2019-01-17 09:46:00
C15,,,,,"[{'product_id': 'P37', 'price': 501}]",2019-01-17 13:31:00
C24,,,,,"[{'product_id': 'P30', 'price': 473}, {'product_id': 'P32', 'price': 1232}, {'product_id': 'P32', 'price': 604}]",2019-01-17 14:14:00
C27,,,,,"[{'product_id': 'P63', 'price': 756}, {'product_id': 'P61', 'price': 1170}, {'product_id': 'P63', 'price': 751}]",2019-01-17 12:25:00
C41,,,,,"[{'product_id': 'P33', 'price': 1095}, {'product_id': 'P25', 'price': 1203}, {'product_id': 'P27', 'price': 377}]",2019-01-17 03:02:00
C54,,,,,"[{'product_id': 'P40', 'price': 582}]",2019-01-17 21:57:00
C57,,,,,"[{'product_id': 'P36', 'price': 468}, {'product_id': 'P36', 'price': 1658}, {'product_id': 'P35', 'price': 1216}]",2019-01-17 19:37:00
C58,,,,,"[{'product_id': 'P62', 'price': 518}, {'product_id': 'P63', 'price': 278}]",2019-01-17 19:32:00
C61,,,,,"[{'product_id': 'P26', 'price': 94}, {'product_id': 'P25', 'price': 1435}]",2019-01-17 20:47:00
C67,,,,,"[{'product_id': 'P51', 'price': 211}, {'product_id': 'P46', 'price': 481}]",2019-01-17 17:40:00
C70,,,,,"[{'product_id': 'P58', 'price': 285}, {'product_id': 'P42', 'price': 1520}, {'product_id': 'P58', 'price': 651}]",2019-01-17 08:40:00
C79,,,,,"[{'product_id': 'P26', 'price': 1903}]",2019-01-17 08:34:00
C83,,,,,"[{'product_id': 'P64', 'price': 437}]",2019-01-17 04:45:00
C87,,,,,"[{'product_id': 'P27', 'price': 1791}, {'product_id': 'P29', 'price': 1625}, {'product_id': 'P25', 'price': 1859}]",2019-01-17 17:28:00
C91,,,,,"[{'product_id': 'P26', 'price': 1769}]",2019-01-17 06:23:00
C102,,,,,"[{'product_id': 'P64', 'price': 282}, {'product_id': 'P61', 'price': 452}]",2019-01-17 13:07:00
C107,,,,,"[{'product_id': 'P58', 'price': 409}]",2019-01-17 12:39:00
C109,,,,,"[{'product_id': 'P40', 'price': 1113}, {'product_id': 'P38', 'price': 1954}, {'product_id': 'P40', 'price': 1239}]",2019-01-17 14:29:00
C110,,,,,"[{'product_id': 'P02', 'price': 873}, {'product_id': 'P12', 'price': 218}]",2019-01-17 10:00:00
C114,,,,,"[{'product_id': 'P63', 'price': 996}, {'product_id': 'P64', 'price': 849}]",2019-01-17 18:31:00
C124,,,,,"[{'product_id': 'P36', 'price': 843}, {'product_id': 'P36', 'price': 1542}]",2019-01-17 18:26:00
C133,,,,,"[{'product_id': 'P24', 'price': 1482}, {'product_id': 'P27', 'price': 1602}]",2019-01-17 19:51:00
C11,,,,,"[{'product_id': 'P02', 'price': 1699}]",2019-01-18 09:28:00
C12,,,,,"[{'product_id': 'P31', 'price': 1419}]",2019-01-18 08:52:00
C13,,,,,"[{'product_id': 'P17', 'price': 104}, {'product_id': 'P16', 'price': 195}, {'product_id': 'P16', 'price': 303}]",2019-01-18 03:36:00
C14,,,,,"[{'product_id': 'P33', 'price': 1649}, {'product_id': 'P26', 'price': 1845}, {'product_id': 'P31', 'price': 1602}]",2019-01-18 17:53:00
C15,,,,,"[{'product_id': 'P26', 'price': 1197}, {'product_id': 'P26', 'price': 1747}]",2019-01-18 06:28:00
C18,,,,,"[{'product_id': 'P64', 'price': 877}, {'product_id': 'P64', 'price': 319}]",2019-01-18 04:49:00
C21,,,,,"[{'product_id': 'P26', 'price': 1405}, {'product_id': 'P24', 'price': 1855}]",2019-01-18 15:58:00
C28,,,,,"[{'product_id': 'P48', 'price': 1931}, {'product_id': 'P43', 'price': 962}]",2019-01-18 03:36:00
C30,,,,,"[{'product_id': 'P61', 'price': 280}, {'product_id': 'P61', 'price': 1771}, {'product_id': 'P61', 'price': 1839}]",2019-01-18 16:57:00
C33,,,,,"[{'product_id': 'P01', 'price': 1964}, {'product_id': 'P09', 'price': 607}]",2019-01-18 20:20:00
C35,,,,,"[{'product_id': 'P36', 'price': 405}]",2019-01-18 21:24:00
C42,,,,,"[{'product_id': 'P45', 'price': 1715}, {'product_id': 'P50', 'price': 136}, {'product_id': 'P48', 'price': 1642}]",2019-01-18 08:27:00
C50,,,,,"[{'product_id': 'P28', 'price': 54}]",2019-01-18 21:05:00
C60,,,,,"[{'product_id': 'P13', 'price': 1062}, {'product_id': 'P20', 'price': 1696}, {'product_id': 'P20', 'price': 1378}]",2019-01-18 03:58:00
C63,,,,,"[{'product_id': 'P49', 'price': 301}]",2019-01-18 08:21:00
C72,,,,,"[{'product_id': 'P55', 'price': 1992}]",2019-01-18 03:08:00
C78,,,,,"[{'product_id': 'P03', 'price': 505}, {'product_id': 'P02', 'price': 782}, {'product_id': 'P05', 'price': 463}]",2019-01-18 07:24:00
C79,,,,,"[{'product_id': 'P24', 'price': 786}, {'product_id': 'P23', 'price': 727}]",2019-01-18 07:24:00
C84,,,,,"[{'product_id': 'P31', 'price': 502}, {'product_id': 'P24', 'price': 454}, {'product_id': 'P31', 'price': 1294}]",2019-01-18 08:12:00
C88,,,,,"[{'product_id': 'P60', 'price': 1412}, {'product_id': 'P52', 'price': 1386}, {'product_id': 'P42', 'price': 1105}]",2019-01-18 09:35:00
C92,,,,,"[{'product_id': 'P55', 'price': 1971}]",2019-01-18 10:05:00
C95,,,,,"[{'product_id': 'P56', 'price': 1585}]",2019-01-18 23:13:00
C102,,,,,"[{'product_id': 'P09', 'price': 220}, {'product_id': 'P08', 'price': 843}]",2019-01-18 08:02:00
C105,,,,,"[{'product_id': 'P38', 'price': 815}]",2019-01-18 08:15:00
C106,,,,,"[{'product_id': 'P35', 'price': 157}, {'product_id': 'P38', 'price': 1737}, {'product_id': 'P40', 'price': 987}]",2019-01-18 17:08:00
C109,,,,,"[{'product_id': 'P40', 'price': 730}, {'product_id': 'P36', 'price': 421}, {'product_id': 'P36', 'price': 1596}]",2019-01-18 23:53:00
C119,,,,,"[{'product_id': 'P58', 'price': 481}, {'product_id': 'P46', 'price': 893}]",2019-01-18 23:00:00
C130,,,,,"[{'product_id': 'P40', 'price': 1419}, {'product_id': 'P35', 'price': 1565}, {'product_id': 'P37', 'price': 1408}]",2019-01-18 12:10:00
C2,,,,,"[{'product_id': 'P38', 'price': 700}, {'product_id': 'P39', 'price': 600}, {'product_id': 'P40', 'price': 1593}]",2019-01-19 12:07:00
C4,,,,,"[{'product_id': 'P63', 'price': 1711}]",2019-01-19 06:28:00
C6,,,,,"[{'product_id': 'P14', 'price': 796}]",2019-01-19 10:04:00
C11,,,,,"[{'product_id': 'P62', 'price': 1218}, {'product_id': 'P62', 'price': 1552}]",2019-01-19 09:09:00
C13,,,,,"[{'product_id': 'P18', 'price': 1334}]",2019-01-19 18:48:00
C24,,,,,"[{'product_id': 'P27', 'price': 597}, {'product_id': 'P30', 'price': 848}]",2019-01-19 10:28:00
C26,,,,,"[{'product_id': 'P46', 'price': 1212}]",2019-01-19 13:57:00
C28,,,,,"[{'product_id': 'P50', 'price': 1392}]",2019-01-19 12:23:00
C31,,,,,"[{'product_id': 'P27', 'price': 445}, {'product_id': 'P26', 'price': 103}]",2019-01-19 15:54:00
C45,,,,,"[{'product_id': 'P38', 'price': 1736}]",2019-01-19 11:13:00
C49,,,,,"[{'product_id': 'P32', 'price': 1147}, {'product_id': 'P34', 'price': 1880}]",2019-01-19 08:59:00
C63,,,,,"[{'product_id': 'P58', 'price': 479}, {'product_id': 'P48', 'price': 1260}, {'product_id': 'P47', 'price': 1064}]",2019-01-19 23:27:00
C65,,,,,"[{'product_id': 'P43', 'price': 603}, {'product_id': 'P44', 'price': 1501}]",2019-01-19 15:00:00
C68,,,,,"[{'product_id': 'P07', 'price': 720}, {'product_id': 'P10', 'price': 953}, {'product_id': 'P01', 'price': 1653}]",2019-01-19 04:12:00
C80,,,,,"[{'product_id': 'P12', 'price': 797}, {'product_id': 'P08', 'price': 1256}]",2019-01-19 13:43:00
C86,,,,,"[{'product_id': 'P40', 'price': 1612}, {'product_id': 'P40', 'price': 1909}, {'product_id': 'P35', 'price': 1462}]",2019-01-19 22:06:00
C89,,,,,"[{'product_id': 'P37', 'price': 649}, {'product_id': 'P38', 'price': 844}, {'product_id': 'P36', 'price': 1922}]",2019-01-19 19:22:00
C90,,,,,"[{'product_id': 'P11', 'price': 1413}, {'product_id': 'P06', 'price': 866}, {'product_id': 'P02', 'price': 54}]",2019-01-19 14:11:00
C94,,,,,"[{'product_id': 'P27', 'price': 130}, {'product_id': 'P34', 'price': 1858}]",2019-01-19 10:58:00
C99,,,,,"[{'product_id': 'P31', 'price': 1607}]",2019-01-19 11:09:00
C103,,,,,"[{'product_id': 'P28', 'price': 1632}, {'product_id': 'P27', 'price': 1348}]",2019-01-19 20:32:00
C114,,,,,"[{'product_id': 'P61', 'price': 563}, {'product_id': 'P62', 'price': 1825}, {'product_id': 'P63', 'price': 1481}]",2019-01-19 05:03:00
C116,,,,,"[{'product_id': 'P31', 'price': 1627}, {'product_id': 'P32', 'price': 1553}, {'product_id': 'P24', 'price': 1933}]",2019-01-19 19:56:00
C118,,,,,"[{'product_id': 'P13', 'price': 516}, {'product_id': 'P17', 'price': 1602}, {'product_id': 'P16', 'price': 1146}]",2019-01-19 09:57:00
C124,,,,,"[{'product_id': 'P51', 'price': 1933}, {'product_id': 'P47', 'price': 1311}, {'product_id': 'P54', 'price': 1072}]",2019-01-19 16:02:00
C129,,,,,"[{'product_id': 'P46', 'price': 869}]",2019-01-19 20:09:00
C133,,,,,"[{'product_id': 'P29', 'price': 785}]",2019-01-19 07:29:00
C136,,,,,"[{'product_id': 'P33', 'price': 1592}]",2019-01-19 11:57:00
C1,,,,,"[{'product_id': 'P63', 'price': 2}, {'product_id': 'P62', 'price': 230}, {'product_id': 'P62', 'price': 1710}]",2019-01-20 03:27:00
C6,,,,,"[{'product_id': 'P14', 'price': 1452}, {'product_id': 'P17', 'price': 1612}, {'product_id': 'P19', 'price': 142}]",2019-01-20 07:20:00
C13,,,,,"[{'product_id': 'P62', 'price': 1179}, {'product_id': 'P63', 'price': 775}]",2019-01-20 14:42:00
C17,,,,,"[{'product_id': 'P49', 'price': 1947}, {'product_id': 'P54', 'price': 1998}, {'product_id': 'P42', 'price': 1448}]",2019-01-20 22:43:00
C21,,,,,"[{'product_id': 'P31', 'price': 1462}]",2019-01-20 04:37:00
C24,,,,,"[{'product_id': 'P63', 'price': 1341}]",2019-01-20 05:51:00
C32,,,,,"[{'product_id': 'P54', 'price': 1887}]",2019-01-20 11:16:00
C44,,,,,"[{'product_id': 'P45', 'price': 1729}, {'product_id': 'P45', 'price': 1837}, {'product_id': 'P60', 'price': 514}]",2019-01-20 08:36:00
C48,,,,,"[{'product_id': 'P30', 'price': 1500}, {'product_id': 'P29', 'price': 718}, {'product_id': 'P25', 'price': 1667}]",2019-01-20 22:56:00
C50,,,,,"[{'product_id': 'P30', 'price': 973}, {'product_id': 'P25', 'price': 822}]",2019-01-20 22:54:00
C58,,,,,"[{'product_id': 'P38', 'price': 1698}, {'product_id': 'P39', 'price': 1598}]",2019-01-20 20:23:00
C68,,,,,"[{'product_id': 'P30', 'price': 1491}]",2019-01-20 13:57:00
C79,,,,,"[{'product_id': 'P31', 'price': 1016}, {'product_id': 'P22', 'price': 797}, {'product_id': 'P28', 'price': 1748}]",2019-01-20 05:56:00
C84,,,,,"[{'product_id': 'P24', 'price': 98}, {'product_id': 'P29', 'price': 727}]",2019-01-20 13:06:00
C104,,,,,"[{'product_id': 'P61', 'price': 1608}]",2019-01-20 22:31:00
C105,,,,,"[{'product_id': 'P37', 'price': 1489}, {'product_id': 'P40', 'price': 574}]",2019-01-20 22:57:00
C108,,,,,"[{'product_id': 'P39', 'price': 253}, {'product_id': 'P39', 'price': 946}, {'product_id': 'P36', 'price': 1076}]",2019-01-20 16:57:00
C112,,,,,"[{'product_id': 'P07', 'price': 841}]",2019-01-20 06:40:00
C114,,,,,"[{'product_id': 'P62', 'price': 1957}, {'product_id': 'P62', 'price': 1520}]",2019-01-20 23:21:00
C115,,,,,"[{'product_id': 'P36', 'price': 1200}]",2019-01-20 10:08:00
C116,,,,,"[{'product_id': 'P22', 'price': 235}, {'product_id': 'P23', 'price': 486}, {'product_id': 'P34', 'price': 1537}]",2019-01-20 15:36:00
C118,,,,,"[{'product_id': 'P40', 'price': 761}, {'product_id': 'P37', 'price': 836}]",2019-01-20 23:39:00
C119,,,,,"[{'product_id': 'P12', 'price': 938}]",2019-01-20 19:39:00
C131,,,,,"[{'product_id': 'P40', 'price': 95}]",2019-01-20 15:11:00
C1,,,,,"[{'product_id': 'P61', 'price': 668}]",2019-01-21 03:51:00
C5,,,,,"[{'product_id': 'P02', 'price': 1879}]",2019-01-21 04:20:00
C6,,,,,"[{'product_id': 'P19', 'price': 1797}]",2019-01-21 19:38:00
C14,,,,,"[{'product_id': 'P59', 'price': 305}]",2019-01-21 10:01:00
C15,,,,,"[{'product_id': 'P35', 'price': 801}, {'product_id': 'P40', 'price': 1994}]",2019-01-21 05:03:00
C19,,,,,"[{'product_id': 'P23', 'price': 1596}, {'product_id': 'P33', 'price': 1520}, {'product_id': 'P31', 'price': 1395}]",2019-01-21 12:22:00
C21,,,,,"[{'product_id': 'P60', 'price': 1415}]",2019-01-21 14:43:00
C32,,,,,"[{'product_id': 'P11', 'price': 1424}]",2019-01-21 15:51:00
C34,,,,,"[{'product_id': 'P32', 'price': 648}, {'product_id': 'P22', 'price': 468}, {'product_id': 'P34', 'price': 1770}]",2019-01-21 13:25:00
C38,,,,,"[{'product_id': 'P22', 'price': 817}, {'product_id': 'P32', 'price': 441}]",2019-01-21 20:41:00
C41,,,,,"[{'product_id': 'P34', 'price': 1069}, {'product_id': 'P24', 'price': 1531}]",2019-01-21 07:11:00
C48,,,,,"[{'product_id': 'P61', 'price': 809}, {'product_id': 'P62', 'price': 309}, {'product_id': 'P62', 'price': 506}]",2019-01-21 20:18:00
C52,,,,,"[{'product_id': 'P24', 'price': 572}, {'product_id': 'P22', 'price': 1789}, {'product_id': 'P33', 'price': 1919}]",2019-01-21 14:49:00
C54,,,,,"[{'product_id': 'P39', 'price': 147}, {'product_id': 'P37', 'price': 1102}, {'product_id': 'P40', 'price': 342}]",2019-01-21 14:01:00
